V alpha_deg Tr h feas
9.500 -1.00 108.2 87.154 1
9.500 -1.00 118.0 96.986 1
9.500 0.00 0.0 -18.798 0
9.500 0.00 9.8 -8.965 0
9.500 0.00 19.7 0.869 0
9.500 0.00 29.5 10.702 1
9.500 0.00 39.3 20.535 1
9.500 0.00 49.2 30.369 1
9.500 0.00 59.0 40.202 1
9.500 0.00 68.8 50.035 1
9.500 0.00 78.7 59.869 1
9.500 0.00 88.5 69.702 1
9.500 0.00 98.3 79.535 1
9.500 0.00 108.2 89.369 1
9.500 0.00 118.0 99.202 1
9.500 1.00 0.0 -17.479 0
9.500 1.00 9.8 -7.647 0
9.500 1.00 19.7 2.185 1
9.500 1.00 29.5 12.017 1
9.500 1.00 39.3 21.848 1
9.500 1.00 49.2 31.680 1
9.500 1.00 59.0 41.512 1
9.500 1.00 68.8 51.344 1
9.500 1.00 78.7 61.176 1
9.500 1.00 88.5 71.008 1
9.500 1.00 98.3 80.839 1
9.500 1.00 108.2 90.671 1
9.500 1.00 118.0 100.503 1
9.500 2.00 0.0 -16.160 0
9.500 2.00 9.8 -6.332 0
9.500 2.00 19.7 3.495 0
9.500 2.00 29.5 13.322 1
9.500 2.00 39.3 23.150 1
9.500 2.00 49.2 32.977 1
9.500 2.00 59.0 42.804 1
9.500 2.00 68.8 52.632 1
9.500 2.00 78.7 62.459 1
9.500 2.00 88.5 72.286 1
9.500 2.00 98.3 82.114 1
9.500 2.00 108.2 91.941 1
9.500 2.00 118.0 101.768 1
9.500 3.00 0.0 -14.841 0
9.500 3.00 9.8 -5.021 0
9.500 3.00 19.7 4.799 0
9.500 3.00 29.5 14.619 1
9.500 3.00 39.3 24.439 1
9.500 3.00 49.2 34.259 1
9.500 3.00 59.0 44.078 1
9.500 3.00 68.8 53.898 1
9.500 3.00 78.7 63.718 1
9.500 3.00 88.5 73.538 1
9.500 3.00 98.3 83.358 1
9.500 3.00 108.2 93.178 1
9.500 3.00 118.0 102.998 1
9.500 4.00 0.0 -13.522 0
9.500 4.00 9.8 -3.712 0
9.500 4.00 19.7 6.097 0
9.500 4.00 29.5 15.906 0
9.500 4.00 39.3 25.716 1
9.500 4.00 49.2 35.525 1
9.500 4.00 59.0 45.335 1
9.500 4.00 68.8 55.144 1
9.500 4.00 78.7 64.953 1
9.500 4.00 88.5 74.763 1
9.500 4.00 98.3 84.572 1
9.500 4.00 108.2 94.382 1
9.500 4.00 118.0 104.191 1
9.500 5.00 0.0 -12.203 0
9.500 5.00 9.8 -2.407 0
9.500 5.00 19.7 7.389 0
9.500 5.00 29.5 17.185 0
9.500 5.00 39.3 26.981 0
9.500 5.00 49.2 36.777 1
9.500 5.00 59.0 46.573 1
9.500 5.00 68.8 56.369 1
9.500 5.00 78.7 66.165 1
9.500 5.00 88.5 75.961 1
9.500 5.00 98.3 85.757 1
9.500 5.00 108.2 95.553 1
9.500 5.00 118.0 105.348 1
10.000 -10.00 0.0 -39.678 0
10.000 -10.00 9.8 -29.994 0
10.000 -10.00 19.7 -20.310 0
10.000 -10.00 29.5 -10.626 0
10.000 -10.00 39.3 -0.942 0
10.000 -10.00 49.2 8.742 1
10.000 -10.00 59.0 18.426 1
10.000 -10.00 68.8 28.110 1
10.000 -10.00 78.7 37.794 1
10.000 -10.00 88.5 47.478 1
10.000 -10.00 98.3 57.162 1
10.000 -10.00 108.2 66.845 1
10.000 -10.00 118.0 76.529 1
10.000 -9.00 0.0 -37.242 0
10.000 -9.00 9.8 -27.530 0
10.000 -9.00 19.7 -17.817 0
10.000 -9.00 29.5 -8.105 0
10.000 -9.00 39.3 1.607 0
10.000 -9.00 49.2 11.319 1
10.000 -9.00 59.0 21.032 1
10.000 -9.00 68.8 30.744 1
10.000 -9.00 78.7 40.456 1
10.000 -9.00 88.5 50.169 1
10.000 -9.00 98.3 59.881 1
10.000 -9.00 108.2 69.593 1
10.000 -9.00 118.0 79.305 1
10.000 -8.00 0.0 -34.806 0
10.000 -8.00 9.8 -25.068 0
10.000 -8.00 19.7 -15.331 0
10.000 -8.00 29.5 -5.593 0
10.000 -8.00 39.3 4.145 1
10.000 -8.00 49.2 13.882 1
10.000 -8.00 59.0 23.620 1
10.000 -8.00 68.8 33.358 1
10.000 -8.00 78.7 43.095 1
10.000 -8.00 88.5 52.833 1
10.000 -8.00 98.3 62.570 1
10.000 -8.00 108.2 72.308 1
10.000 -8.00 118.0 82.046 1
10.000 -7.00 0.0 -32.370 0
10.000 -7.00 9.8 -22.610 0
10.000 -7.00 19.7 -12.850 0
10.000 -7.00 29.5 -3.090 0
10.000 -7.00 39.3 6.670 1
10.000 -7.00 49.2 16.430 1
10.000 -7.00 59.0 26.190 1
10.000 -7.00 68.8 35.950 1
10.000 -7.00 78.7 45.710 1
10.000 -7.00 88.5 55.470 1
10.000 -7.00 98.3 65.230 1
10.000 -7.00 108.2 74.991 1
10.000 -7.00 118.0 84.751 1
10.000 -6.00 0.0 -29.934 0
10.000 -6.00 9.8 -20.154 0
10.000 -6.00 19.7 -10.375 0
10.000 -6.00 29.5 -0.595 0
10.000 -6.00 39.3 9.184 1
10.000 -6.00 49.2 18.963 1
10.000 -6.00 59.0 28.743 1
10.000 -6.00 68.8 38.522 1
10.000 -6.00 78.7 48.302 1
10.000 -6.00 88.5 58.081 1
10.000 -6.00 98.3 67.861 1
10.000 -6.00 108.2 77.640 1
10.000 -6.00 118.0 87.420 1
10.000 -5.00 0.0 -27.498 0
10.000 -5.00 9.8 -17.702 0
10.000 -5.00 19.7 -7.906 0
10.000 -5.00 29.5 1.890 0
10.000 -5.00 39.3 11.686 1
10.000 -5.00 49.2 21.482 1
10.000 -5.00 59.0 31.278 1
10.000 -5.00 68.8 41.074 1
10.000 -5.00 78.7 50.869 1
10.000 -5.00 88.5 60.665 1
10.000 -5.00 98.3 70.461 1
10.000 -5.00 108.2 80.257 1
10.000 -5.00 118.0 90.053 1
10.000 -4.00 0.0 -25.062 0
10.000 -4.00 9.8 -15.252 0
10.000 -4.00 19.7 -5.443 0
10.000 -4.00 29.5 4.366 1
10.000 -4.00 39.3 14.176 1
10.000 -4.00 49.2 23.985 1
10.000 -4.00 59.0 33.794 1
10.000 -4.00 68.8 43.604 1
10.000 -4.00 78.7 53.413 1
10.000 -4.00 88.5 63.223 1
10.000 -4.00 98.3 73.032 1
10.000 -4.00 108.2 82.841 1
10.000 -4.00 118.0 92.651 1
10.000 -3.00 0.0 -22.626 0
10.000 -3.00 9.8 -12.806 0
10.000 -3.00 19.7 -2.986 0
10.000 -3.00 29.5 6.834 1
10.000 -3.00 39.3 16.654 1
10.000 -3.00 49.2 26.473 1
10.000 -3.00 59.0 36.293 1
10.000 -3.00 68.8 46.113 1
10.000 -3.00 78.7 55.933 1
10.000 -3.00 88.5 65.753 1
10.000 -3.00 98.3 75.573 1
10.000 -3.00 108.2 85.393 1
10.000 -3.00 118.0 95.212 1
10.000 -2.00 0.0 -20.190 0
10.000 -2.00 9.8 -10.363 0
10.000 -2.00 19.7 -0.535 0
10.000 -2.00 29.5 9.292 1
10.000 -2.00 39.3 19.120 1
10.000 -2.00 49.2 28.947 1
10.000 -2.00 59.0 38.774 1
10.000 -2.00 68.8 48.602 1
10.000 -2.00 78.7 58.429 1
10.000 -2.00 88.5 68.256 1
10.000 -2.00 98.3 78.084 1
10.000 -2.00 108.2 87.911 1
10.000 -2.00 118.0 97.738 1
10.000 -1.00 0.0 -17.754 0
10.000 -1.00 9.8 -7.922 0
10.000 -1.00 19.7 1.910 0
10.000 -1.00 29.5 11.742 1
10.000 -1.00 39.3 21.573 1
10.000 -1.00 49.2 31.405 1
10.000 -1.00 59.0 41.237 1
10.000 -1.00 68.8 51.069 1
10.000 -1.00 78.7 60.901 1
10.000 -1.00 88.5 70.733 1
10.000 -1.00 98.3 80.565 1
10.000 -1.00 108.2 90.396 1
10.000 -1.00 118.0 100.228 1
10.000 0.00 0.0 -15.318 0
10.000 0.00 9.8 -5.485 0
10.000 0.00 19.7 4.349 1
10.000 0.00 29.5 14.182 1
10.000 0.00 39.3 24.015 1
10.000 0.00 49.2 33.849 1
10.000 0.00 59.0 43.682 1
10.000 0.00 68.8 53.515 1
10.000 0.00 78.7 63.349 1
10.000 0.00 88.5 73.182 1
10.000 0.00 98.3 83.015 1
10.000 0.00 108.2 92.849 1
10.000 0.00 118.0 102.682 1
10.000 1.00 0.0 -13.856 0
10.000 1.00 9.8 -4.024 0
10.000 1.00 19.7 5.807 1
10.000 1.00 29.5 15.639 1
10.000 1.00 39.3 25.471 1
10.000 1.00 49.2 35.303 1
10.000 1.00 59.0 45.135 1
10.000 1.00 68.8 54.967 1
10.000 1.00 78.7 64.798 1
10.000 1.00 88.5 74.630 1
10.000 1.00 98.3 84.462 1
10.000 1.00 108.2 94.294 1
10.000 1.00 118.0 104.126 1
10.000 2.00 0.0 -12.395 0
10.000 2.00 9.8 -2.567 0
10.000 2.00 19.7 7.260 1
10.000 2.00 29.5 17.087 1
10.000 2.00 39.3 26.915 1
10.000 2.00 49.2 36.742 1
10.000 2.00 59.0 46.569 1
10.000 2.00 68.8 56.397 1
10.000 2.00 78.7 66.224 1
10.000 2.00 88.5 76.051 1
10.000 2.00 98.3 85.879 1
10.000 2.00 108.2 95.706 1
10.000 2.00 118.0 105.533 1
10.000 3.00 0.0 -10.933 0
10.000 3.00 9.8 -1.113 0
10.000 3.00 19.7 8.707 0
10.000 3.00 29.5 18.527 1
10.000 3.00 39.3 28.346 1
10.000 3.00 49.2 38.166 1
10.000 3.00 59.0 47.986 1
10.000 3.00 68.8 57.806 1
10.000 3.00 78.7 67.626 1
10.000 3.00 88.5 77.446 1
10.000 3.00 98.3 87.266 1
10.000 3.00 108.2 97.085 1
10.000 3.00 118.0 106.905 1
10.000 4.00 0.0 -9.471 0
10.000 4.00 9.8 0.338 0
10.000 4.00 19.7 10.147 0
10.000 4.00 29.5 19.957 0
10.000 4.00 39.3 29.766 1
10.000 4.00 49.2 39.575 1
10.000 4.00 59.0 49.385 1
10.000 4.00 68.8 59.194 1
10.000 4.00 78.7 69.004 1
10.000 4.00 88.5 78.813 1
10.000 4.00 98.3 88.622 1
10.000 4.00 108.2 98.432 1
10.000 4.00 118.0 108.241 1
10.000 5.00 0.0 -8.010 0
10.000 5.00 9.8 1.786 0
10.000 5.00 19.7 11.582 0
10.000 5.00 29.5 21.378 0
10.000 5.00 39.3 31.174 1
10.000 5.00 49.2 40.970 1
10.000 5.00 59.0 50.766 1
10.000 5.00 68.8 60.562 1
10.000 5.00 78.7 70.357 1
10.000 5.00 88.5 80.153 1
10.000 5.00 98.3 89.949 1
10.000 5.00 108.2 99.745 1
10.000 5.00 118.0 109.541 1
10.500 -10.00 0.0 -38.516 0
10.500 -10.00 9.8 -28.832 0
10.500 -10.00 19.7 -19.148 0
10.500 -10.00 29.5 -9.464 0
10.500 -10.00 39.3 0.220 0
10.500 -10.00 49.2 9.904 1
10.500 -10.00 59.0 19.588 1
10.500 -10.00 68.8 29.271 1
10.500 -10.00 78.7 38.955 1
10.500 -10.00 88.5 48.639 1
10.500 -10.00 98.3 58.323 1
10.500 -10.00 108.2 68.007 1
10.500 -10.00 118.0 77.691 1
10.500 -9.00 0.0 -35.830 0
10.500 -9.00 9.8 -26.118 0
10.500 -9.00 19.7 -16.406 0
10.500 -9.00 29.5 -6.694 0
10.500 -9.00 39.3 3.019 0
10.500 -9.00 49.2 12.731 1
10.500 -9.00 59.0 22.443 1
10.500 -9.00 68.8 32.155 1
10.500 -9.00 78.7 41.868 1
10.500 -9.00 88.5 51.580 1
10.500 -9.00 98.3 61.292 1
10.500 -9.00 108.2 71.005 1
10.500 -9.00 118.0 80.717 1
10.500 -8.00 0.0 -33.145 0
10.500 -8.00 9.8 -23.407 0
10.500 -8.00 19.7 -13.669 0
10.500 -8.00 29.5 -3.932 0
10.500 -8.00 39.3 5.806 1
10.500 -8.00 49.2 15.543 1
10.500 -8.00 59.0 25.281 1
10.500 -8.00 68.8 35.019 1
10.500 -8.00 78.7 44.756 1
10.500 -8.00 88.5 54.494 1
10.500 -8.00 98.3 64.232 1
10.500 -8.00 108.2 73.969 1
10.500 -8.00 118.0 83.707 1
10.500 -7.00 0.0 -30.459 0
10.500 -7.00 9.8 -20.699 0
10.500 -7.00 19.7 -10.939 0
10.500 -7.00 29.5 -1.179 0
10.500 -7.00 39.3 8.581 1
10.500 -7.00 49.2 18.341 1
10.500 -7.00 59.0 28.101 1
10.500 -7.00 68.8 37.861 1
10.500 -7.00 78.7 47.621 1
10.500 -7.00 88.5 57.381 1
10.500 -7.00 98.3 67.141 1
10.500 -7.00 108.2 76.901 1
10.500 -7.00 118.0 86.661 1
10.500 -6.00 0.0 -27.773 0
10.500 -6.00 9.8 -17.994 0
10.500 -6.00 19.7 -8.214 0
10.500 -6.00 29.5 1.565 0
10.500 -6.00 39.3 11.344 1
10.500 -6.00 49.2 21.124 1
10.500 -6.00 59.0 30.903 1
10.500 -6.00 68.8 40.683 1
10.500 -6.00 78.7 50.462 1
10.500 -6.00 88.5 60.242 1
10.500 -6.00 98.3 70.021 1
10.500 -6.00 108.2 79.801 1
10.500 -6.00 118.0 89.580 1
10.500 -5.00 0.0 -25.088 0
10.500 -5.00 9.8 -15.292 0
10.500 -5.00 19.7 -5.496 0
10.500 -5.00 29.5 4.300 1
10.500 -5.00 39.3 14.096 1
10.500 -5.00 49.2 23.892 1
10.500 -5.00 59.0 33.688 1
10.500 -5.00 68.8 43.484 1
10.500 -5.00 78.7 53.280 1
10.500 -5.00 88.5 63.076 1
10.500 -5.00 98.3 72.871 1
10.500 -5.00 108.2 82.667 1
10.500 -5.00 118.0 92.463 1
10.500 -4.00 0.0 -22.402 0
10.500 -4.00 9.8 -12.593 0
10.500 -4.00 19.7 -2.783 0
10.500 -4.00 29.5 7.026 1
10.500 -4.00 39.3 16.836 1
10.500 -4.00 49.2 26.645 1
10.500 -4.00 59.0 36.454 1
10.500 -4.00 68.8 46.264 1
10.500 -4.00 78.7 56.073 1
10.500 -4.00 88.5 65.882 1
10.500 -4.00 98.3 75.692 1
10.500 -4.00 108.2 85.501 1
10.500 -4.00 118.0 95.311 1
10.500 -3.00 0.0 -19.716 0
10.500 -3.00 9.8 -9.896 0
10.500 -3.00 19.7 -0.077 0
10.500 -3.00 29.5 9.743 1
10.500 -3.00 39.3 19.563 1
10.500 -3.00 49.2 29.383 1
10.500 -3.00 59.0 39.203 1
10.500 -3.00 68.8 49.023 1
10.500 -3.00 78.7 58.843 1
10.500 -3.00 88.5 68.662 1
10.500 -3.00 98.3 78.482 1
10.500 -3.00 108.2 88.302 1
10.500 -3.00 118.0 98.122 1
10.500 -2.00 0.0 -17.031 0
10.500 -2.00 9.8 -7.203 0
10.500 -2.00 19.7 2.624 0
10.500 -2.00 29.5 12.451 1
10.500 -2.00 39.3 22.279 1
10.500 -2.00 49.2 32.106 1
10.500 -2.00 59.0 41.933 1
10.500 -2.00 68.8 51.761 1
10.500 -2.00 78.7 61.588 1
10.500 -2.00 88.5 71.415 1
10.500 -2.00 98.3 81.243 1
10.500 -2.00 108.2 91.070 1
10.500 -2.00 118.0 100.898 1
10.500 -1.00 0.0 -14.345 0
10.500 -1.00 9.8 -4.513 0
10.500 -1.00 19.7 5.319 1
10.500 -1.00 29.5 15.151 1
10.500 -1.00 39.3 24.982 1
10.500 -1.00 49.2 34.814 1
10.500 -1.00 59.0 44.646 1
10.500 -1.00 68.8 54.478 1
10.500 -1.00 78.7 64.310 1
10.500 -1.00 88.5 74.142 1
10.500 -1.00 98.3 83.973 1
10.500 -1.00 108.2 93.805 1
10.500 -1.00 118.0 103.637 1
10.500 0.00 0.0 -11.659 0
10.500 0.00 9.8 -1.826 0
10.500 0.00 19.7 8.007 1
10.500 0.00 29.5 17.841 1
10.500 0.00 39.3 27.674 1
10.500 0.00 49.2 37.507 1
10.500 0.00 59.0 47.341 1
10.500 0.00 68.8 57.174 1
10.500 0.00 78.7 67.007 1
10.500 0.00 88.5 76.841 1
10.500 0.00 98.3 86.674 1
10.500 0.00 108.2 96.507 1
10.500 0.00 118.0 106.341 1
10.500 1.00 0.0 -10.048 0
10.500 1.00 9.8 -0.216 0
10.500 1.00 19.7 9.616 1
10.500 1.00 29.5 19.448 1
10.500 1.00 39.3 29.280 1
10.500 1.00 49.2 39.111 1
10.500 1.00 59.0 48.943 1
10.500 1.00 68.8 58.775 1
10.500 1.00 78.7 68.607 1
10.500 1.00 88.5 78.439 1
10.500 1.00 98.3 88.271 1
10.500 1.00 108.2 98.102 1
10.500 1.00 118.0 107.934 1
10.500 2.00 0.0 -8.436 0
10.500 2.00 9.8 1.391 0
10.500 2.00 19.7 11.218 1
10.500 2.00 29.5 21.046 1
10.500 2.00 39.3 30.873 1
10.500 2.00 49.2 40.700 1
10.500 2.00 59.0 50.528 1
10.500 2.00 68.8 60.355 1
10.500 2.00 78.7 70.182 1
10.500 2.00 88.5 80.010 1
10.500 2.00 98.3 89.837 1
10.500 2.00 108.2 99.664 1
10.500 2.00 118.0 109.492 1
10.500 3.00 0.0 -6.825 0
10.500 3.00 9.8 2.995 0
10.500 3.00 19.7 12.815 1
10.500 3.00 29.5 22.635 1
10.500 3.00 39.3 32.454 1
10.500 3.00 49.2 42.274 1
10.500 3.00 59.0 52.094 1
10.500 3.00 68.8 61.914 1
10.500 3.00 78.7 71.734 1
10.500 3.00 88.5 81.554 1
10.500 3.00 98.3 91.374 1
10.500 3.00 108.2 101.193 1
10.500 3.00 118.0 111.013 1
10.500 4.00 0.0 -5.214 0
10.500 4.00 9.8 4.596 0
10.500 4.00 19.7 14.405 0
10.500 4.00 29.5 24.215 1
10.500 4.00 39.3 34.024 1
10.500 4.00 49.2 43.833 1
10.500 4.00 59.0 53.643 1
10.500 4.00 68.8 63.452 1
10.500 4.00 78.7 73.262 1
10.500 4.00 88.5 83.071 1
10.500 4.00 98.3 92.880 1
10.500 4.00 108.2 102.690 1
10.500 4.00 118.0 112.499 1
10.500 5.00 0.0 -3.602 0
10.500 5.00 9.8 6.194 0
10.500 5.00 19.7 15.990 0
10.500 5.00 29.5 25.786 0
10.500 5.00 39.3 35.582 1
10.500 5.00 49.2 45.377 1
10.500 5.00 59.0 55.173 1
10.500 5.00 68.8 64.969 1
10.500 5.00 78.7 74.765 1
10.500 5.00 88.5 84.561 1
10.500 5.00 98.3 94.357 1
10.500 5.00 108.2 104.153 1
10.500 5.00 118.0 113.949 1
11.000 -10.00 0.0 -37.298 0
11.000 -10.00 9.8 -27.614 0
11.000 -10.00 19.7 -17.930 0
11.000 -10.00 29.5 -8.246 0
11.000 -10.00 39.3 1.438 0
11.000 -10.00 49.2 11.122 1
11.000 -10.00 59.0 20.806 1
11.000 -10.00 68.8 30.490 1
11.000 -10.00 78.7 40.174 1
11.000 -10.00 88.5 49.858 1
11.000 -10.00 98.3 59.542 1
11.000 -10.00 108.2 69.226 1
11.000 -10.00 118.0 78.910 1
11.000 -9.00 0.0 -34.350 0
11.000 -9.00 9.8 -24.638 0
11.000 -9.00 19.7 -14.926 0
11.000 -9.00 29.5 -5.213 0
11.000 -9.00 39.3 4.499 0
11.000 -9.00 49.2 14.211 1
11.000 -9.00 59.0 23.923 1
11.000 -9.00 68.8 33.636 1
11.000 -9.00 78.7 43.348 1
11.000 -9.00 88.5 53.060 1
11.000 -9.00 98.3 62.773 1
11.000 -9.00 108.2 72.485 1
11.000 -9.00 118.0 82.197 1
11.000 -8.00 0.0 -31.403 0
11.000 -8.00 9.8 -21.665 0
11.000 -8.00 19.7 -11.927 0
11.000 -8.00 29.5 -2.190 0
11.000 -8.00 39.3 7.548 1
11.000 -8.00 49.2 17.286 1
11.000 -8.00 59.0 27.023 1
11.000 -8.00 68.8 36.761 1
11.000 -8.00 78.7 46.498 1
11.000 -8.00 88.5 56.236 1
11.000 -8.00 98.3 65.974 1
11.000 -8.00 108.2 75.711 1
11.000 -8.00 118.0 85.449 1
11.000 -7.00 0.0 -28.455 0
11.000 -7.00 9.8 -18.695 0
11.000 -7.00 19.7 -8.935 0
11.000 -7.00 29.5 0.825 0
11.000 -7.00 39.3 10.585 1
11.000 -7.00 49.2 20.345 1
11.000 -7.00 59.0 30.105 1
11.000 -7.00 68.8 39.865 1
11.000 -7.00 78.7 49.625 1
11.000 -7.00 88.5 59.385 1
11.000 -7.00 98.3 69.145 1
11.000 -7.00 108.2 78.905 1
11.000 -7.00 118.0 88.665 1
11.000 -6.00 0.0 -25.507 0
11.000 -6.00 9.8 -15.728 0
11.000 -6.00 19.7 -5.949 0
11.000 -6.00 29.5 3.831 0
11.000 -6.00 39.3 13.610 1
11.000 -6.00 49.2 23.390 1
11.000 -6.00 59.0 33.169 1
11.000 -6.00 68.8 42.949 1
11.000 -6.00 78.7 52.728 1
11.000 -6.00 88.5 62.508 1
11.000 -6.00 98.3 72.287 1
11.000 -6.00 108.2 82.067 1
11.000 -6.00 118.0 91.846 1
11.000 -5.00 0.0 -22.560 0
11.000 -5.00 9.8 -12.764 0
11.000 -5.00 19.7 -2.968 0
11.000 -5.00 29.5 6.828 1
11.000 -5.00 39.3 16.624 1
11.000 -5.00 49.2 26.420 1
11.000 -5.00 59.0 36.216 1
11.000 -5.00 68.8 46.011 1
11.000 -5.00 78.7 55.807 1
11.000 -5.00 88.5 65.603 1
11.000 -5.00 98.3 75.399 1
11.000 -5.00 108.2 85.195 1
11.000 -5.00 118.0 94.991 1
11.000 -4.00 0.0 -19.612 0
11.000 -4.00 9.8 -9.803 0
11.000 -4.00 19.7 0.006 0
11.000 -4.00 29.5 9.816 1
11.000 -4.00 39.3 19.625 1
11.000 -4.00 49.2 29.435 1
11.000 -4.00 59.0 39.244 1
11.000 -4.00 68.8 49.053 1
11.000 -4.00 78.7 58.863 1
11.000 -4.00 88.5 68.672 1
11.000 -4.00 98.3 78.481 1
11.000 -4.00 108.2 88.291 1
11.000 -4.00 118.0 98.100 1
11.000 -3.00 0.0 -16.665 0
11.000 -3.00 9.8 -6.845 0
11.000 -3.00 19.7 2.975 0
11.000 -3.00 29.5 12.795 1
11.000 -3.00 39.3 22.615 1
11.000 -3.00 49.2 32.435 1
11.000 -3.00 59.0 42.254 1
11.000 -3.00 68.8 52.074 1
11.000 -3.00 78.7 61.894 1
11.000 -3.00 88.5 71.714 1
11.000 -3.00 98.3 81.534 1
11.000 -3.00 108.2 91.354 1
11.000 -3.00 118.0 101.174 1
11.000 -2.00 0.0 -13.717 0
11.000 -2.00 9.8 -3.890 0
11.000 -2.00 19.7 5.937 1
11.000 -2.00 29.5 15.765 1
11.000 -2.00 39.3 25.592 1
11.000 -2.00 49.2 35.420 1
11.000 -2.00 59.0 45.247 1
11.000 -2.00 68.8 55.074 1
11.000 -2.00 78.7 64.902 1
11.000 -2.00 88.5 74.729 1
11.000 -2.00 98.3 84.556 1
11.000 -2.00 108.2 94.384 1
11.000 -2.00 118.0 104.211 1
11.000 -1.00 0.0 -10.770 0
11.000 -1.00 9.8 -0.938 0
11.000 -1.00 19.7 8.894 1
11.000 -1.00 29.5 18.726 1
11.000 -1.00 39.3 28.558 1
11.000 -1.00 49.2 38.390 1
11.000 -1.00 59.0 48.221 1
11.000 -1.00 68.8 58.053 1
11.000 -1.00 78.7 67.885 1
11.000 -1.00 88.5 77.717 1
11.000 -1.00 98.3 87.549 1
11.000 -1.00 108.2 97.381 1
11.000 -1.00 118.0 107.212 1
11.000 0.00 0.0 -7.822 0
11.000 0.00 9.8 2.011 0
11.000 0.00 19.7 11.845 1
11.000 0.00 29.5 21.678 1
11.000 0.00 39.3 31.511 1
11.000 0.00 49.2 41.345 1
11.000 0.00 59.0 51.178 1
11.000 0.00 68.8 61.011 1
11.000 0.00 78.7 70.845 1
11.000 0.00 88.5 80.678 1
11.000 0.00 98.3 90.511 1
11.000 0.00 108.2 100.345 1
11.000 0.00 118.0 110.178 1
11.000 1.00 0.0 -6.054 0
11.000 1.00 9.8 3.778 1
11.000 1.00 19.7 13.610 1
11.000 1.00 29.5 23.442 1
11.000 1.00 39.3 33.274 1
11.000 1.00 49.2 43.106 1
11.000 1.00 59.0 52.937 1
11.000 1.00 68.8 62.769 1
11.000 1.00 78.7 72.601 1
11.000 1.00 88.5 82.433 1
11.000 1.00 98.3 92.265 1
11.000 1.00 108.2 102.097 1
11.000 1.00 118.0 111.928 1
11.000 2.00 0.0 -4.285 0
11.000 2.00 9.8 5.542 1
11.000 2.00 19.7 15.370 1
11.000 2.00 29.5 25.197 1
11.000 2.00 39.3 35.024 1
11.000 2.00 49.2 44.852 1
11.000 2.00 59.0 54.679 1
11.000 2.00 68.8 64.506 1
11.000 2.00 78.7 74.334 1
11.000 2.00 88.5 84.161 1
11.000 2.00 98.3 93.988 1
11.000 2.00 108.2 103.816 1
11.000 2.00 118.0 113.643 1
11.000 3.00 0.0 -2.516 0
11.000 3.00 9.8 7.303 0
11.000 3.00 19.7 17.123 1
11.000 3.00 29.5 26.943 1
11.000 3.00 39.3 36.763 1
11.000 3.00 49.2 46.583 1
11.000 3.00 59.0 56.403 1
11.000 3.00 68.8 66.223 1
11.000 3.00 78.7 76.042 1
11.000 3.00 88.5 85.862 1
11.000 3.00 98.3 95.682 1
11.000 3.00 108.2 105.502 1
11.000 3.00 118.0 115.322 1
11.000 4.00 0.0 -0.748 0
11.000 4.00 9.8 9.061 0
11.000 4.00 19.7 18.871 0
11.000 4.00 29.5 28.680 1
11.000 4.00 39.3 38.490 1
11.000 4.00 49.2 48.299 1
11.000 4.00 59.0 58.108 1
11.000 4.00 68.8 67.918 1
11.000 4.00 78.7 77.727 1
11.000 4.00 88.5 87.536 1
11.000 4.00 98.3 97.346 1
11.000 4.00 108.2 107.155 1
11.000 4.00 118.0 116.965 1
11.000 5.00 0.0 1.021 0
11.000 5.00 9.8 10.817 0
11.000 5.00 19.7 20.612 0
11.000 5.00 29.5 30.408 0
11.000 5.00 39.3 40.204 1
11.000 5.00 49.2 50.000 1
11.000 5.00 59.0 59.796 1
11.000 5.00 68.8 69.592 1
11.000 5.00 78.7 79.388 1
11.000 5.00 88.5 89.184 1
11.000 5.00 98.3 98.980 1
11.000 5.00 108.2 108.776 1
11.000 5.00 118.0 118.572 1
11.500 -10.00 0.0 -36.023 0
11.500 -10.00 9.8 -26.339 0
11.500 -10.00 19.7 -16.655 0
11.500 -10.00 29.5 -6.971 0
11.500 -10.00 39.3 2.713 0
11.500 -10.00 49.2 12.397 1
11.500 -10.00 59.0 22.081 1
11.500 -10.00 68.8 31.765 1
11.500 -10.00 78.7 41.449 1
11.500 -10.00 88.5 51.133 1
11.500 -10.00 98.3 60.817 1
11.500 -10.00 108.2 70.501 1
11.500 -10.00 118.0 80.185 1
11.500 -9.00 0.0 -32.801 0
11.500 -9.00 9.8 -23.089 0
11.500 -9.00 19.7 -13.376 0
11.500 -9.00 29.5 -3.664 0
11.500 -9.00 39.3 6.048 1
11.500 -9.00 49.2 15.760 1
11.500 -9.00 59.0 25.473 1
11.500 -9.00 68.8 35.185 1
11.500 -9.00 78.7 44.897 1
11.500 -9.00 88.5 54.609 1
11.500 -9.00 98.3 64.322 1
11.500 -9.00 108.2 74.034 1
11.500 -9.00 118.0 83.746 1
11.500 -8.00 0.0 -29.579 0
11.500 -8.00 9.8 -19.842 0
11.500 -8.00 19.7 -10.104 0
11.500 -8.00 29.5 -0.367 0
11.500 -8.00 39.3 9.371 1
11.500 -8.00 49.2 19.109 1
11.500 -8.00 59.0 28.846 1
11.500 -8.00 68.8 38.584 1
11.500 -8.00 78.7 48.322 1
11.500 -8.00 88.5 58.059 1
11.500 -8.00 98.3 67.797 1
11.500 -8.00 108.2 77.535 1
11.500 -8.00 118.0 87.272 1
11.500 -7.00 0.0 -26.358 0
