t V gam alpha th thsp Tcc Trc lf alt
28.12 6.746 1.472 -4.033 -2.561 -2.436 0.00 64.43 1.0094 60.18
28.14 6.816 1.467 -4.017 -2.550 -2.436 0.00 64.43 1.0137 60.18
28.16 6.851 1.492 -4.012 -2.520 -2.443 0.00 64.47 1.0159 60.18
28.18 6.868 1.473 -4.022 -2.549 -2.443 0.00 64.47 1.0170 60.18
28.20 6.877 1.468 -4.018 -2.550 -2.443 0.00 64.47 1.0177 60.18
28.22 6.881 1.593 -4.083 -2.490 -2.450 0.00 64.51 1.0173 60.18
28.24 6.879 1.673 -4.155 -2.482 -2.450 0.00 64.51 1.0165 60.19
28.26 6.878 1.405 -3.889 -2.484 -2.450 0.00 64.51 1.0198 60.19
28.28 6.878 1.297 -3.763 -2.466 -2.459 0.00 64.56 1.0215 60.19
28.30 6.878 1.328 -3.842 -2.514 -2.459 0.00 64.56 1.0207 60.19
28.32 6.877 1.259 -3.777 -2.518 -2.459 0.00 64.56 1.0216 60.19
28.34 6.801 1.075 -3.651 -2.576 -2.472 0.00 64.62 1.0189 60.20
28.36 6.763 1.011 -3.563 -2.552 -2.472 0.00 64.62 1.0179 60.20
28.38 6.744 1.071 -3.564 -2.493 -2.472 0.00 64.62 1.0170 60.20
28.40 6.734 0.946 -3.452 -2.505 -2.489 0.00 64.70 1.0180 60.20
28.42 6.729 1.024 -3.511 -2.487 -2.489 0.00 64.70 1.0173 60.20
28.44 6.713 1.181 -3.712 -2.531 -2.489 0.00 64.70 1.0142 60.21
28.46 6.705 1.280 -3.795 -2.515 -2.503 0.00 64.76 1.0130 60.21
28.48 6.700 1.306 -3.838 -2.532 -2.503 0.00 64.76 1.0125 60.21
28.50 6.698 1.243 -3.788 -2.545 -2.503 0.00 64.76 1.0132 60.22
28.52 6.697 1.160 -3.708 -2.548 -2.518 0.00 64.82 1.0143 60.22
28.54 6.638 1.270 -3.891 -2.620 -2.518 0.00 64.82 1.0091 60.22
28.56 6.609 1.380 -4.037 -2.657 -2.518 0.00 64.82 1.0060 60.23
28.58 6.594 1.394 -4.064 -2.670 -2.529 0.00 64.87 1.0051 60.23
28.60 6.587 1.358 -4.057 -2.699 -2.529 0.00 64.87 1.0050 60.24
28.62 6.583 1.465 -4.188 -2.722 -2.529 0.00 64.87 1.0035 60.24
28.64 6.724 1.494 -4.214 -2.720 -2.539 0.00 64.90 1.0112 60.24
28.66 6.794 1.552 -4.249 -2.697 -2.539 0.00 64.90 1.0150 60.25
28.68 6.829 1.321 -4.003 -2.682 -2.539 0.00 64.90 1.0201 60.25
28.71 6.847 1.213 -3.912 -2.699 -2.549 0.00 64.95 1.0225 60.26
28.72 6.855 1.203 -3.883 -2.680 -2.549 0.00 64.95 1.0236 60.26
28.74 6.741 1.170 -3.850 -2.680 -2.549 0.00 64.95 1.0175 60.26
28.76 6.683 1.095 -3.773 -2.678 -2.561 0.00 65.00 1.0154 60.27
28.78 6.655 1.123 -3.843 -2.720 -2.561 0.00 65.00 1.0131 60.27
28.80 6.640 1.156 -3.869 -2.714 -2.561 0.00 65.00 1.0122 60.27
28.82 6.746 0.985 -3.640 -2.655 -2.575 0.00 65.05 1.0212 60.28
28.84 6.799 0.908 -3.599 -2.691 -2.575 0.00 65.05 1.0249 60.28
28.86 6.825 0.976 -3.640 -2.664 -2.589 0.00 65.11 1.0262 60.28
28.88 6.839 0.935 -3.652 -2.717 -2.589 0.00 65.11 1.0271 60.29
28.90 6.845 0.878 -3.552 -2.674 -2.589 0.00 65.11 1.0289 60.29
28.92 6.849 0.931 -3.600 -2.669 -2.603 0.00 65.17 1.0287 60.29
28.94 6.749 0.851 -3.582 -2.731 -2.603 0.00 65.17 1.0234 60.29
28.96 6.700 0.706 -3.416 -2.710 -2.603 0.00 65.17 1.0227 60.29
28.98 6.675 0.735 -3.455 -2.720 -2.620 0.00 65.24 1.0211 60.30
29.00 6.663 0.616 -3.274 -2.658 -2.620 0.00 65.24 1.0228 60.30
29.02 6.657 0.839 -3.518 -2.679 -2.620 0.00 65.24 1.0198 60.30
29.04 6.659 0.927 -3.619 -2.692 -2.635 0.00 65.29 1.0190 60.30
29.06 6.660 0.629 -3.303 -2.673 -2.635 0.00 65.29 1.0230 60.30
29.08 6.660 0.552 -3.241 -2.690 -2.635 0.00 65.29 1.0240 60.31
29.11 6.661 0.642 -3.316 -2.674 -2.655 0.00 65.37 1.0235 60.31
29.13 6.661 0.782 -3.459 -2.677 -2.655 0.00 65.37 1.0221 60.31
29.15 6.457 0.961 -3.652 -2.690 -2.671 0.00 65.43 1.0087 60.31
29.17 6.356 1.014 -3.767 -2.753 -2.671 0.00 65.43 1.0021 60.32
29.19 6.305 1.027 -3.726 -2.699 -2.671 0.00 65.43 1.0001 60.32
29.21 6.280 1.176 -3.875 -2.699 -2.687 0.00 65.48 0.9975 60.32
29.23 6.267 1.353 -4.067 -2.713 -2.687 0.00 65.48 0.9951 60.33
29.25 6.537 1.337 -4.070 -2.732 -2.697 0.00 65.51 1.0098 60.33
29.27 6.672 1.359 -4.106 -2.747 -2.697 0.00 65.51 1.0171 60.34
29.29 6.739 1.244 -4.036 -2.791 -2.697 0.00 65.51 1.0220 60.35
29.31 6.773 1.213 -3.981 -2.768 -2.705 0.00 65.54 1.0248 60.35
29.33 6.790 1.172 -4.031 -2.859 -2.705 0.00 65.54 1.0253 60.36
29.35 6.686 1.243 -4.073 -2.830 -2.705 0.00 65.54 1.0192 60.36
29.37 6.634 1.560 -4.338 -2.778 -2.712 0.00 65.56 1.0134 60.37
29.39 6.608 1.748 -4.533 -2.785 -2.712 0.00 65.56 1.0100 60.37
29.41 6.595 1.741 -4.543 -2.802 -2.712 0.00 65.56 1.0093 60.38
29.43 6.589 1.855 -4.683 -2.828 -2.713 0.00 65.55 1.0075 60.38
29.45 6.552 1.922 -4.732 -2.811 -2.713 0.00 65.55 1.0051 60.39
29.47 6.533 1.764 -4.535 -2.771 -2.713 0.00 65.55 1.0064 60.39
29.49 6.524 1.713 -4.477 -2.765 -2.717 0.00 65.56 1.0067 60.40
29.51 6.519 1.713 -4.451 -2.738 -2.717 0.00 65.56 1.0068 60.41
29.53 6.517 1.733 -4.433 -2.699 -2.717 0.00 65.56 1.0070 60.41
29.55 6.589 1.820 -4.490 -2.671 -2.720 0.00 65.56 1.0103 60.41
29.57 6.626 1.670 -4.339 -2.669 -2.720 0.00 65.56 1.0140 60.42
29.59 6.644 1.674 -4.361 -2.687 -2.720 0.00 65.56 1.0148 60.43
29.61 6.653 1.581 -4.239 -2.658 -2.725 0.00 65.57 1.0168 60.43
29.63 6.657 1.625 -4.294 -2.669 -2.725 0.00 65.57 1.0165 60.44
29.65 6.616 1.508 -4.183 -2.674 -2.725 0.00 65.57 1.0155 60.44
29.67 6.595 1.347 -4.001 -2.654 -2.731 0.00 65.58 1.0165 60.44
29.69 6.585 1.556 -4.223 -2.667 -2.731 0.00 65.58 1.0134 60.45
29.71 6.579 1.580 -4.244 -2.665 -2.736 0.00 65.59 1.0130 60.45
29.73 6.577 1.537 -4.155 -2.618 -2.736 0.00 65.59 1.0139 60.46
29.75 6.578 1.475 -4.040 -2.564 -2.736 0.00 65.59 1.0154 60.46
29.77 6.579 1.443 -4.086 -2.643 -2.742 0.00 65.61 1.0149 60.47
29.79 6.579 1.554 -4.294 -2.740 -2.742 0.00 65.61 1.0126 60.47
29.81 6.579 1.673 -4.469 -2.796 -2.742 0.00 65.61 1.0106 60.47
29.83 6.580 1.578 -4.487 -2.909 -2.745 0.00 65.61 1.0104 60.48
29.85 6.565 1.546 -4.522 -2.975 -2.745 0.00 65.61 1.0093 60.48
29.87 6.558 1.572 -4.560 -2.987 -2.745 0.00 65.61 1.0085 60.48
29.89 6.554 1.584 -4.551 -2.967 -2.747 0.00 65.61 1.0084 60.49
29.91 6.552 1.729 -4.680 -2.951 -2.747 0.00 65.61 1.0069 60.49
29.93 6.551 1.748 -4.756 -3.008 -2.747 0.00 65.61 1.0060 60.50
29.95 6.617 1.592 -4.625 -3.033 -2.746 0.00 65.59 1.0109 60.50
29.97 6.649 1.440 -4.468 -3.028 -2.746 0.00 65.59 1.0145 60.50
29.99 6.666 1.351 -4.320 -2.969 -2.746 0.00 65.59 1.0172 60.51
